pathogen,antibiotic,resistance_level,collection_date,location
E. coli,Norfloxacin,Low,2020-07-07,Hollychester
Salmonella,Gentamicin,High,2022-06-01,Lake Jadeberg
E. coli,Norfloxacin,High,2022-10-04,Port Andrewfort
Campylobacter,Gentamicin,Low,2024-11-13,Mendozahaven
Salmonella,Amoxicillin,Low,2021-05-22,Matthewport
E. coli,Ciprofloxacin,Low,2022-11-15,Lake Jodi
E. coli,Norfloxacin,Low,2020-06-17,Port Monica
Campylobacter,Amoxicillin,Medium,2023-08-07,Alvarezstad
Salmonella,Doxycycline,Medium,2022-04-27,West Derrickland
Salmonella,Trimethoprim,Low,2022-10-01,West Janiceton
Salmonella,Nitrofurantoin,Medium,2020-06-12,Vernonberg
E. coli,Azithromycin,Medium,2022-07-07,West Aaronburgh
Salmonella,Ceftriaxone,High,2020-03-29,South Maria
E. coli,Doxycycline,Medium,2021-09-17,Michelleborough
Campylobacter,Ciprofloxacin,Low,2024-09-01,Katherineland
E. coli,Levofloxacin,Medium,2021-03-31,Moralesmouth
Campylobacter,Chloramphenicol,Low,2020-06-21,East Sydneymouth
Salmonella,Ceftriaxone,High,2023-04-24,West Aliciaburgh
Salmonella,Levofloxacin,Medium,2023-10-09,Cristianchester
E. coli,Levofloxacin,Medium,2020-12-09,New Christopherburgh
Salmonella,Gentamicin,Medium,2024-05-17,Nicholasburgh
Salmonella,Levofloxacin,Low,2021-08-30,Port Kennethview
Salmonella,Chloramphenicol,Medium,2021-10-14,Kingchester
Campylobacter,Levofloxacin,Low,2021-03-28,Jameshaven
Salmonella,Levofloxacin,High,2021-09-30,North Lisa
E. coli,Gentamicin,Low,2024-06-26,Lake Jamiechester
Campylobacter,Amoxicillin,Medium,2020-12-04,Kellyview
Campylobacter,Levofloxacin,High,2021-12-15,West Eric
Salmonella,Amoxicillin,High,2024-04-18,Sabrinahaven
E. coli,Ceftriaxone,High,2022-05-21,Nelsonmouth
Campylobacter,Ciprofloxacin,Low,2024-06-28,Hughesfort
Campylobacter,Nitrofurantoin,Low,2020-12-11,West Christineton
E. coli,Doxycycline,Medium,2023-11-05,South Richardburgh
E. coli,Amoxicillin,Medium,2024-05-31,Port Michellechester
E. coli,Levofloxacin,Low,2024-08-10,Duncanbury
E. coli,Ceftriaxone,Medium,2022-05-12,Grossmouth
E. coli,Levofloxacin,High,2024-08-11,West Erikachester
Campylobacter,Ciprofloxacin,Medium,2021-04-23,Mcmillantown
Salmonella,Nitrofurantoin,Low,2024-07-11,Port Derekshire
Campylobacter,Azithromycin,Low,2021-10-04,Hernandezstad
Salmonella,Chloramphenicol,Low,2024-10-20,South Jasonhaven
Campylobacter,Nitrofurantoin,Medium,2021-11-13,New Amy
E. coli,Trimethoprim,Low,2024-01-30,Lake Theresafurt
Salmonella,Erythromycin,Low,2020-10-20,Carlsonville
Salmonella,Gentamicin,Medium,2024-05-30,East Paulafort
E. coli,Erythromycin,Medium,2023-02-23,North Amandaport
E. coli,Gentamicin,Medium,2021-06-21,Peterbury
Campylobacter,Chloramphenicol,High,2021-12-09,Bennettport
Campylobacter,Nitrofurantoin,High,2021-03-19,South Debratown
E. coli,Ciprofloxacin,Low,2021-05-25,Olsenmouth
Campylobacter,Azithromycin,Medium,2021-07-09,Justinshire
E. coli,Trimethoprim,Medium,2024-07-14,Davidview
Campylobacter,Ceftriaxone,Low,2024-09-22,Fitzgeraldbury
Salmonella,Nitrofurantoin,High,2021-06-04,North Vincentfurt
Salmonella,Nitrofurantoin,High,2022-05-24,New Daniel
E. coli,Nitrofurantoin,Medium,2020-01-03,Thompsontown
E. coli,Chloramphenicol,High,2023-06-15,Davidhaven
Campylobacter,Levofloxacin,Medium,2023-06-24,South Linda
E. coli,Doxycycline,High,2023-04-04,Cherylstad
Campylobacter,Ceftriaxone,Medium,2024-04-24,Lake Steven
E. coli,Ciprofloxacin,High,2022-01-07,Amystad
E. coli,Ciprofloxacin,Medium,2022-11-22,New Dylanberg
Salmonella,Erythromycin,High,2020-09-25,Port Amandabury
E. coli,Norfloxacin,Low,2020-12-05,North Michaelmouth
Salmonella,Azithromycin,High,2023-05-04,Joshuaville
Campylobacter,Levofloxacin,Medium,2021-03-14,New Matthew
Campylobacter,Amoxicillin,High,2020-01-21,East Joshuamouth
Campylobacter,Erythromycin,Medium,2022-02-25,Atkinsstad
Salmonella,Levofloxacin,Low,2023-08-14,South Teresa
Campylobacter,Ciprofloxacin,Low,2022-06-30,Angelaland
Salmonella,Amoxicillin,High,2021-04-20,East Barbara
E. coli,Levofloxacin,High,2022-04-13,Cochranton
E. coli,Amoxicillin,Low,2021-11-15,Jenningsside
Campylobacter,Erythromycin,High,2022-09-03,Marcbury
E. coli,Nitrofurantoin,Medium,2021-09-08,Lake Abigailberg
Campylobacter,Norfloxacin,High,2020-07-23,Charlesfort
E. coli,Norfloxacin,Low,2023-09-27,North Danielle
Salmonella,Erythromycin,High,2021-03-27,Jaimeton
E. coli,Gentamicin,Low,2024-09-15,East Danielle
Salmonella,Azithromycin,High,2022-11-14,New Joshua
E. coli,Doxycycline,Low,2020-05-18,Sarahview
E. coli,Chloramphenicol,High,2023-11-15,West Patrickfurt
Campylobacter,Nitrofurantoin,Low,2021-12-16,Lake Kristatown
E. coli,Ciprofloxacin,Low,2021-08-26,Susanbury
E. coli,Doxycycline,Low,2022-10-06,Leeville
Campylobacter,Norfloxacin,Low,2024-10-28,North Ryan
E. coli,Levofloxacin,Low,2023-01-24,North Sarahfort
Campylobacter,Norfloxacin,Low,2020-11-26,North Christopherstad
Salmonella,Amoxicillin,High,2022-04-07,Katherineport
E. coli,Nitrofurantoin,High,2023-06-27,Port Vincent
Salmonella,Norfloxacin,Low,2021-06-04,Lake Christina
Salmonella,Norfloxacin,High,2020-09-28,Ellismouth
Salmonella,Norfloxacin,Low,2020-04-21,Martinezstad
E. coli,Azithromycin,Low,2021-01-05,Lisaport
E. coli,Nitrofurantoin,Low,2021-01-17,Conleyport
Campylobacter,Azithromycin,High,2023-12-03,New Christopher
E. coli,Chloramphenicol,High,2021-07-09,New Jessica
E. coli,Amoxicillin,Medium,2022-05-07,Rickybury
E. coli,Azithromycin,High,2024-06-02,Lake Matthewshire
Campylobacter,Erythromycin,High,2020-09-04,Masonview
Salmonella,Doxycycline,High,2020-02-11,Erikamouth
Salmonella,Gentamicin,High,2021-07-02,Lewisburgh
Campylobacter,Doxycycline,Low,2023-08-17,South Wanda
Campylobacter,Nitrofurantoin,Medium,2023-10-14,Markshire
E. coli,Ceftriaxone,Low,2020-03-16,Carterport
Salmonella,Amoxicillin,Low,2021-04-20,Harrisburgh
Salmonella,Chloramphenicol,Medium,2023-08-03,Jonathonmouth
Campylobacter,Azithromycin,Medium,2020-01-29,Andresport
E. coli,Trimethoprim,Medium,2024-11-05,Kennethview
E. coli,Trimethoprim,Low,2023-12-29,North Jessica
E. coli,Ceftriaxone,High,2022-05-23,North Charles
E. coli,Norfloxacin,High,2024-02-14,Rogerton
E. coli,Amoxicillin,Low,2020-12-21,East Rebecca
Campylobacter,Amoxicillin,Medium,2023-12-14,Arnoldtown
Campylobacter,Azithromycin,Medium,2020-02-26,Port Ginaborough
Campylobacter,Nitrofurantoin,Low,2023-03-22,North Catherinemouth
Campylobacter,Levofloxacin,Medium,2020-07-06,Port Jose
Salmonella,Ceftriaxone,High,2023-10-01,Stephenville
E. coli,Amoxicillin,Low,2024-10-11,Jasonburgh
E. coli,Trimethoprim,Medium,2020-11-28,East Robin
Campylobacter,Levofloxacin,High,2024-05-03,Riceton
Salmonella,Doxycycline,Low,2020-07-19,Cindyville
E. coli,Ceftriaxone,Medium,2020-08-14,New Blake
Campylobacter,Norfloxacin,Medium,2022-08-27,New Tyler
E. coli,Ceftriaxone,Medium,2023-04-27,South Tracy
Campylobacter,Amoxicillin,Low,2023-05-23,Anthonyside
Salmonella,Azithromycin,Low,2023-02-27,Austinville
E. coli,Doxycycline,Medium,2020-05-08,Benjaminport
E. coli,Ceftriaxone,Low,2023-10-17,West Stevenfort
E. coli,Doxycycline,Low,2020-09-11,Mannview
E. coli,Ceftriaxone,Low,2021-11-08,East Tricia
E. coli,Ciprofloxacin,High,2021-10-08,South Coreyport
Campylobacter,Ceftriaxone,Medium,2024-01-26,Port Sherrymouth
Salmonella,Gentamicin,High,2024-07-05,Port Chadton
E. coli,Doxycycline,Medium,2022-04-30,West Paulshire
E. coli,Azithromycin,High,2020-01-16,North Ericville
E. coli,Ceftriaxone,Medium,2020-06-18,Port Loganfurt
Salmonella,Azithromycin,Low,2023-11-28,New Wendy
Campylobacter,Trimethoprim,Medium,2022-02-03,New Traceyberg
E. coli,Erythromycin,High,2021-06-24,New Thomas
Salmonella,Ceftriaxone,Medium,2022-10-24,Lawrencetown
Campylobacter,Levofloxacin,Low,2022-06-29,New Katherine
Salmonella,Erythromycin,High,2022-09-16,Grahamside
E. coli,Erythromycin,Medium,2023-02-06,Guzmanport
Campylobacter,Azithromycin,Low,2022-12-23,Powellport
Campylobacter,Chloramphenicol,Low,2021-03-12,West Carrie
Salmonella,Erythromycin,Medium,2020-05-19,Lindsaystad
E. coli,Amoxicillin,High,2020-01-17,New Heatherside
Salmonella,Doxycycline,Medium,2022-03-19,Lake Meganmouth
E. coli,Erythromycin,Low,2021-08-21,Nancyfort
E. coli,Erythromycin,Medium,2022-01-05,West Carlstad
Salmonella,Gentamicin,High,2022-01-29,Collinsville
Campylobacter,Chloramphenicol,Medium,2021-02-19,Owenschester
E. coli,Nitrofurantoin,High,2023-01-26,Stacyborough
Salmonella,Ciprofloxacin,Medium,2021-02-11,Lisaburgh
E. coli,Ceftriaxone,Low,2023-01-04,North Randall
Campylobacter,Norfloxacin,High,2021-04-08,North Hollyland
E. coli,Ciprofloxacin,High,2020-05-14,Dennisport
Campylobacter,Erythromycin,High,2024-02-22,North James
Campylobacter,Ciprofloxacin,Low,2021-02-07,Darylborough
E. coli,Azithromycin,High,2023-10-11,Stewartville
Campylobacter,Gentamicin,High,2024-01-22,South Jason
Salmonella,Levofloxacin,High,2023-03-18,North Davidside
E. coli,Erythromycin,Medium,2023-01-04,Munozshire
Salmonella,Levofloxacin,Medium,2024-01-26,Leslietown
E. coli,Chloramphenicol,High,2020-01-21,Churchfurt
E. coli,Levofloxacin,Medium,2022-06-12,Howardport
E. coli,Levofloxacin,Low,2022-03-06,New Patrickton
Salmonella,Doxycycline,Medium,2023-08-11,Wilsontown
Salmonella,Amoxicillin,Low,2021-04-28,Shafferberg
Campylobacter,Trimethoprim,Medium,2024-01-06,Meganmouth
Campylobacter,Ceftriaxone,Medium,2022-10-14,West Jason
Campylobacter,Ceftriaxone,Low,2020-07-29,East Nicole
E. coli,Trimethoprim,Low,2020-08-05,Amyborough
Campylobacter,Doxycycline,High,2020-01-31,Ericaport
E. coli,Amoxicillin,Medium,2021-07-28,New Megan
E. coli,Azithromycin,High,2020-06-29,West Jimmy
Campylobacter,Chloramphenicol,Medium,2020-06-07,Joneschester
Campylobacter,Norfloxacin,Low,2020-12-07,Jeffreyville
E. coli,Amoxicillin,High,2021-12-11,Michelleberg
Salmonella,Levofloxacin,High,2021-02-25,Davidville
E. coli,Erythromycin,Medium,2023-12-05,Costashire
Campylobacter,Nitrofurantoin,High,2021-09-08,Ortizburgh
Campylobacter,Norfloxacin,High,2021-07-05,Bellberg
Campylobacter,Amoxicillin,Low,2024-03-04,Andrewfort
Campylobacter,Nitrofurantoin,High,2022-03-17,West Nicholasmouth
Salmonella,Azithromycin,Medium,2020-04-08,North Matthewfort
E. coli,Amoxicillin,Medium,2022-10-13,South Kimberly
Salmonella,Ceftriaxone,Medium,2022-04-26,Lake Christopherberg
Salmonella,Chloramphenicol,Medium,2023-06-25,Lisaport
Campylobacter,Amoxicillin,Medium,2021-02-16,East Jeffreyburgh
Salmonella,Doxycycline,High,2022-09-22,Markfurt
Salmonella,Nitrofurantoin,Low,2023-07-20,Lake Michael
Campylobacter,Azithromycin,Medium,2024-07-03,Lake Amber
Salmonella,Ciprofloxacin,Medium,2020-05-03,Pacestad
Salmonella,Gentamicin,High,2020-05-05,Michellestad
E. coli,Doxycycline,Low,2021-08-08,South James
Salmonella,Nitrofurantoin,Low,2020-08-25,Stoneport
E. coli,Ciprofloxacin,High,2022-06-24,Johnsonland
Campylobacter,Trimethoprim,Medium,2022-06-05,Gonzalezberg
Salmonella,Gentamicin,Low,2022-07-08,Anthonyborough
Campylobacter,Azithromycin,Medium,2021-09-20,Brandonfurt
E. coli,Ceftriaxone,High,2020-03-10,East Brandon
Campylobacter,Nitrofurantoin,Medium,2020-08-28,Jenniferside
Campylobacter,Trimethoprim,High,2020-11-25,Johnsonville
Campylobacter,Levofloxacin,High,2024-08-21,Silvaberg
Salmonella,Amoxicillin,High,2020-06-25,Morganland
Salmonella,Nitrofurantoin,High,2023-06-05,Cassandraside
Campylobacter,Ceftriaxone,Medium,2020-04-04,North Anitachester
E. coli,Doxycycline,Medium,2021-02-10,East Feliciaton
Salmonella,Ceftriaxone,High,2022-08-20,Alexandraport
Campylobacter,Doxycycline,High,2024-02-21,Turnershire
E. coli,Doxycycline,Medium,2023-11-27,Thompsonview
Campylobacter,Chloramphenicol,Medium,2020-03-09,Monicaton
Salmonella,Amoxicillin,Low,2020-12-03,East Davidhaven
E. coli,Azithromycin,Low,2020-03-15,Lorimouth
Salmonella,Nitrofurantoin,Low,2024-07-19,West Tinastad
Salmonella,Azithromycin,High,2020-09-16,Sherrimouth
Salmonella,Trimethoprim,Medium,2024-07-03,Taylorside
Salmonella,Azithromycin,Medium,2021-06-16,West Oliviaview
E. coli,Levofloxacin,Medium,2021-10-07,New Markmouth
Salmonella,Levofloxacin,Medium,2020-09-01,Mckinneyside
Campylobacter,Nitrofurantoin,High,2023-01-22,West Anthony
Campylobacter,Ceftriaxone,High,2022-01-06,Alvareztown
Campylobacter,Amoxicillin,High,2023-07-06,Rachelhaven
Salmonella,Chloramphenicol,Medium,2024-05-08,Tiffanychester
Salmonella,Gentamicin,Medium,2022-04-21,North Michael
Campylobacter,Ciprofloxacin,Low,2024-04-28,South Loriville
Campylobacter,Erythromycin,High,2022-10-18,Katherinestad
E. coli,Azithromycin,Medium,2023-11-17,Ethanhaven
Salmonella,Ciprofloxacin,Low,2023-05-10,Port Michaelmouth
Salmonella,Chloramphenicol,High,2020-09-16,Rogersland
Salmonella,Erythromycin,High,2023-06-20,Burnston
Salmonella,Doxycycline,Low,2021-04-21,Lynnshire
Campylobacter,Nitrofurantoin,High,2022-06-02,South Jacob
E. coli,Amoxicillin,Medium,2023-09-01,Port Jeffreyberg
E. coli,Erythromycin,High,2020-03-31,East Tracyland
Salmonella,Gentamicin,High,2023-09-25,Darylbury
E. coli,Trimethoprim,Medium,2023-02-07,Karenshire
Campylobacter,Azithromycin,Low,2021-01-02,Patrickbury
Salmonella,Amoxicillin,High,2023-04-25,Brianshire
Campylobacter,Ciprofloxacin,Low,2022-02-25,Eddieton
Campylobacter,Amoxicillin,High,2021-11-07,East Stefanie
Campylobacter,Norfloxacin,Medium,2022-10-20,West Henryton
Campylobacter,Norfloxacin,Low,2020-09-12,Rhondaville
Salmonella,Chloramphenicol,Low,2022-11-26,Nortontown
Salmonella,Nitrofurantoin,Medium,2023-12-23,Kylieton
Salmonella,Gentamicin,Medium,2024-05-21,East Shannonburgh
Salmonella,Doxycycline,Low,2023-06-18,North Josechester
E. coli,Trimethoprim,Medium,2020-04-25,Freemanfurt
Campylobacter,Ciprofloxacin,Low,2020-09-20,Amyburgh
Campylobacter,Nitrofurantoin,High,2024-05-07,Josechester
Campylobacter,Norfloxacin,Low,2020-07-07,Morganport
Campylobacter,Norfloxacin,Low,2022-01-08,Andersonchester
E. coli,Azithromycin,High,2020-03-04,Lake Anna
Campylobacter,Levofloxacin,Low,2020-10-08,Alanville
E. coli,Nitrofurantoin,Medium,2020-02-23,Lake Georgefurt
Salmonella,Trimethoprim,Medium,2023-12-22,Meganside
Campylobacter,Gentamicin,High,2021-09-12,Morenoborough
E. coli,Azithromycin,High,2020-12-12,Nicholsville
Salmonella,Gentamicin,High,2021-05-21,East Charles
E. coli,Ciprofloxacin,Low,2022-04-14,North Robert
E. coli,Doxycycline,Medium,2022-01-14,Charleschester
Salmonella,Amoxicillin,Low,2021-12-20,Port Angela
Salmonella,Trimethoprim,Medium,2024-10-07,Reyesville
E. coli,Nitrofurantoin,High,2022-03-15,Christinafurt
E. coli,Norfloxacin,High,2024-05-17,Deborahbury
Salmonella,Trimethoprim,Low,2020-03-15,Port Ralph
Campylobacter,Trimethoprim,Low,2023-09-29,Smithfort
Salmonella,Trimethoprim,High,2022-10-09,Antonioberg
E. coli,Nitrofurantoin,Low,2022-11-15,South Lisaport
E. coli,Azithromycin,Low,2023-09-24,East Barbaraport
Salmonella,Chloramphenicol,Low,2023-08-31,Port Jackieside
E. coli,Doxycycline,Medium,2022-09-16,Jenniferchester
E. coli,Ciprofloxacin,Low,2023-04-14,North Brandiberg
Salmonella,Azithromycin,Low,2020-03-31,Georgestad
E. coli,Norfloxacin,Medium,2024-10-05,West Jenniferfort
Campylobacter,Gentamicin,Medium,2023-10-30,Jessicaberg
Campylobacter,Amoxicillin,Medium,2023-07-21,Mcclurebury
E. coli,Norfloxacin,Medium,2024-11-06,West Roger
Salmonella,Amoxicillin,Low,2024-07-07,Taratown
Salmonella,Doxycycline,High,2020-10-25,Beckerland
E. coli,Erythromycin,Low,2023-04-30,South Edwardhaven
Campylobacter,Azithromycin,Low,2021-11-02,Lake Elizabethburgh
E. coli,Gentamicin,Low,2020-02-21,Port Travisfurt
Salmonella,Chloramphenicol,Low,2022-03-01,Lake Phillipchester
Campylobacter,Erythromycin,Medium,2021-12-20,Lake Ericmouth
Campylobacter,Norfloxacin,Low,2020-08-05,Nathanielshire
Salmonella,Ceftriaxone,Low,2024-03-26,North Tyler
E. coli,Trimethoprim,Medium,2022-01-29,New Juan
Campylobacter,Erythromycin,Low,2024-04-30,East Pamela
E. coli,Trimethoprim,Medium,2020-08-26,Rothview
Campylobacter,Trimethoprim,High,2022-09-18,Alexandratown
Salmonella,Amoxicillin,High,2021-03-14,Port Angela
Campylobacter,Norfloxacin,High,2022-07-26,Port Briannahaven
Campylobacter,Trimethoprim,Medium,2021-03-12,South Johnfort
Salmonella,Trimethoprim,Medium,2024-06-30,North Jeffrey
Campylobacter,Erythromycin,Medium,2023-03-13,New Samantha
E. coli,Ciprofloxacin,Low,2022-02-24,East Robin
Salmonella,Nitrofurantoin,Low,2020-12-11,West James
Salmonella,Trimethoprim,Low,2023-01-08,Julietown
Salmonella,Azithromycin,High,2021-03-10,New Loriport
E. coli,Chloramphenicol,Medium,2024-03-01,Andersonhaven
E. coli,Chloramphenicol,High,2023-12-30,North Williamview
Campylobacter,Chloramphenicol,Low,2024-06-01,Apriltown
Salmonella,Levofloxacin,High,2020-04-25,New Monicaport
E. coli,Ciprofloxacin,High,2023-05-06,Howardchester
Campylobacter,Gentamicin,Medium,2020-10-01,North Jeremy
Salmonella,Gentamicin,Medium,2021-05-03,Norrischester
Campylobacter,Ceftriaxone,Low,2024-06-03,Lake Kimberly
Salmonella,Erythromycin,Low,2020-07-19,Lake Christopherland
Campylobacter,Ceftriaxone,Medium,2021-01-14,Allenton
E. coli,Chloramphenicol,Medium,2024-07-15,Greenbury
Salmonella,Amoxicillin,High,2022-07-23,New Amanda
Campylobacter,Norfloxacin,Low,2020-01-24,Churchview
E. coli,Norfloxacin,High,2020-10-23,South Laurashire
Salmonella,Ciprofloxacin,High,2020-07-03,Seantown
Salmonella,Trimethoprim,High,2023-06-08,Markchester
E. coli,Norfloxacin,Medium,2024-04-29,New Patrick
Salmonella,Azithromycin,High,2020-04-25,East Courtneyberg
Campylobacter,Azithromycin,Low,2022-02-20,Ashleyhaven
Campylobacter,Doxycycline,Low,2020-12-17,Lake Catherineshire
Salmonella,Erythromycin,High,2023-11-11,Burtonport
Campylobacter,Levofloxacin,High,2021-06-16,West Joannaton
Campylobacter,Erythromycin,Medium,2024-10-13,East Vanessachester
E. coli,Gentamicin,Medium,2022-01-12,North Ryan
Campylobacter,Amoxicillin,High,2021-10-28,Tracyview
Campylobacter,Gentamicin,Medium,2020-12-04,North Scotthaven
Campylobacter,Trimethoprim,High,2022-01-27,West Johnhaven
E. coli,Erythromycin,Low,2024-05-27,Isaacshire
E. coli,Gentamicin,High,2024-03-19,West Michael
Campylobacter,Chloramphenicol,Medium,2021-02-02,Craigbury
E. coli,Erythromycin,Medium,2020-02-16,Romeroberg
Campylobacter,Chloramphenicol,High,2021-03-15,Jasonfurt
Salmonella,Doxycycline,Medium,2020-09-13,West Christine
Salmonella,Norfloxacin,High,2021-10-27,East April
E. coli,Ceftriaxone,Low,2020-01-27,Rodriguezside
Campylobacter,Erythromycin,High,2022-03-27,New Bryan
Salmonella,Azithromycin,High,2021-06-12,Samanthaville
Campylobacter,Erythromycin,High,2024-07-15,Hugheston
E. coli,Ceftriaxone,Medium,2023-01-15,Craigbury
E. coli,Doxycycline,High,2023-12-12,Lake Reginahaven
Salmonella,Erythromycin,High,2023-07-25,Andersonberg
Campylobacter,Erythromycin,Medium,2020-09-10,Watsonberg
Salmonella,Amoxicillin,Low,2020-12-23,Martinchester
E. coli,Azithromycin,High,2022-12-19,North Wendy
Salmonella,Azithromycin,Low,2023-03-22,Port Hunter
Salmonella,Azithromycin,High,2021-03-08,Smithchester
Campylobacter,Nitrofurantoin,Medium,2024-01-04,Hillton
Salmonella,Trimethoprim,Medium,2022-09-28,Jessicastad
Salmonella,Trimethoprim,Medium,2020-04-15,Kristinview
Salmonella,Azithromycin,Low,2023-02-23,Priceberg
Salmonella,Trimethoprim,Medium,2022-07-25,Ricardomouth
E. coli,Ciprofloxacin,High,2021-11-19,South Travis
E. coli,Nitrofurantoin,High,2020-02-28,New Gregoryview
Salmonella,Gentamicin,Low,2022-11-03,Jenniferhaven
Salmonella,Nitrofurantoin,Medium,2020-11-18,Catherinestad
E. coli,Amoxicillin,High,2024-05-31,East Rebeccahaven
Salmonella,Doxycycline,High,2020-03-10,East Dana
Salmonella,Chloramphenicol,Medium,2023-06-27,North Kevin
E. coli,Erythromycin,Medium,2024-03-24,East Leslieport
E. coli,Ceftriaxone,Medium,2024-07-16,East Michelle
Campylobacter,Erythromycin,Low,2020-05-11,Amberfurt
Campylobacter,Ceftriaxone,Medium,2022-03-31,Jonesshire
Salmonella,Nitrofurantoin,High,2022-11-05,Lake Dawn
E. coli,Chloramphenicol,Low,2024-09-16,East Matthewton
Campylobacter,Levofloxacin,Medium,2021-04-29,South Charles
Campylobacter,Gentamicin,High,2021-11-08,East Katie
Campylobacter,Gentamicin,Medium,2024-04-05,Greerton
E. coli,Levofloxacin,Medium,2020-01-29,North Jonathon
E. coli,Levofloxacin,Medium,2023-05-15,Perezhaven
Salmonella,Trimethoprim,Medium,2022-02-11,Owensfurt
Salmonella,Azithromycin,Low,2020-07-18,Vancemouth
Campylobacter,Azithromycin,Low,2020-05-01,Lake John
E. coli,Norfloxacin,Medium,2023-03-16,New Staceyfort
Campylobacter,Doxycycline,Medium,2022-06-28,Lake Juliemouth
Campylobacter,Nitrofurantoin,High,2022-09-04,North David
E. coli,Norfloxacin,Low,2021-01-19,New Grant
E. coli,Trimethoprim,Low,2024-07-27,Wilsonberg
E. coli,Levofloxacin,Medium,2021-10-06,Codymouth
